x,y
0.0,22.483570765056164
0.1,19.608678494144076
0.2,23.838442690503463
0.30000000000000004,28.515149282040127
0.4,20.029233126383318
0.5,20.3293152152541
0.6000000000000001,29.69606407753696
0.7000000000000001,25.937173645764545
0.8,20.052628070325238
0.9,25.41280021792982
1.0,20.682911535937688
1.1,20.971351232148717
1.2000000000000002,24.80981135783017
1.3,14.333598776711009
1.4000000000000001,15.575410837434836
1.5,21.688562353795135
1.6,19.73584439832788
1.7000000000000002,26.67123666297637
1.8,20.859879622393944
1.9000000000000001,18.638481493323543
2.0,33.32824384460777
2.1,25.17111849756732
2.2,26.93764102343962
2.3000000000000003,19.776259068932717
2.4000000000000004,24.47808637737409
2.5,28.05461294854933
2.6,22.045032112888485
2.7,29.97849009172836
2.8000000000000003,25.396806550405973
2.9000000000000004,27.24153125103362
3.0,25.991466938853016
3.1,38.56139092254469
3.2,29.532513876310333
3.3000000000000003,24.611445355220496
3.4000000000000004,34.312724560515946
3.5,24.395781750144888
3.6,31.844317975023777
3.7,21.301649380601123
3.8000000000000003,24.759069755507845
3.9000000000000004,32.68430617934562
4.0,35.69233289997705
4.1000000000000005,33.15684140594985
4.2,32.0217585880588
4.3,31.394481522053553
4.4,25.807390048162866
4.5,29.900778958026457
4.6000000000000005,31.49680614520106
4.7,39.38561113109458
4.800000000000001,36.11809144784231
4.9,25.884799223186334
5.0,36.620419846973974
5.1000000000000005,33.37458859791842
5.2,32.21538999847021
5.300000000000001,38.95838144420434
5.4,41.35499761247976
5.5,41.15640059558099
5.6000000000000005,32.60391238388681
5.7,35.55393812074393
5.800000000000001,39.05631715701782
5.9,42.5777256356118
6.0,35.60412881077355
6.1000000000000005,37.371705116680914
6.2,33.068325129969864
6.300000000000001,32.91896687959665
6.4,43.262629111970995
6.5,46.28120014285412
6.6000000000000005,39.43994939209833
6.7,45.117664489460125
6.800000000000001,42.20818012523818
6.9,37.47440122697438
7.0,42.80697802754207
7.1000000000000005,48.99018283232984
7.2,41.42086980445024
7.300000000000001,49.72321827907004
7.4,29.10127447955128
7.5,46.60951252187612
7.6000000000000005,43.23523534119085
7.7,41.60496324767067
7.800000000000001,43.85880388267752
7.9,33.76215542699554
8.0,42.90164056081244
8.1,46.08556285755873
8.200000000000001,51.989470223707585
8.3,42.30864890863177
8.4,41.157531985534064
8.5,42.991214782077314
8.6,50.377010588510366
8.700000000000001,47.743755548298424
8.8,43.75119898116481
8.9,49.26633716556678
9.0,47.4853877467402
9.1,52.14322495266444
9.200000000000001,44.08973453061324
9.3,46.261689267011164
9.4,46.239459234339215
9.5,41.18242525933941
9.600000000000001,50.28060138532288
9.700000000000001,50.40527636089945
9.8,49.42556728321231
9.9,48.527064333124265
10.0,42.923146289747926
10.100000000000001,48.196773386173206
10.200000000000001,48.88642741736616
10.3,46.88861365389191
10.4,50.393571441669955
10.5,53.52025428407269
10.600000000000001,61.230929506052654
10.700000000000001,52.9728890641592
10.8,53.68775195361383
10.9,52.32777042116917
11.0,43.40614392350479
11.100000000000001,53.16743062275392
11.200000000000001,53.901151049705135
11.3,66.21621056242644
11.4,53.23819517609439
11.5,56.00773671166806
11.600000000000001,54.626441151473784
11.700000000000001,49.256609811902344
11.8,61.114114072575106
11.9,59.459665163433876
12.0,59.95515973521523
12.100000000000001,51.75306272602631
12.200000000000001,63.6139715546805
12.3,49.8907446860386
12.4,60.134285469001355
12.5,68.45227812904989
12.600000000000001,52.847318374346564
12.700000000000001,55.26851135198614
12.8,58.89825682543821
12.9,56.182621729419004
13.0,51.24668284466934
13.100000000000001,59.642814874030144
13.200000000000001,54.288481431369476
13.3,62.267962153175915
13.4,55.60287882883099
13.5,68.2496720250877
13.600000000000001,56.88373353831882
13.700000000000001,59.48969241897162
13.8,65.46758608684836
13.9,55.545678417830224
14.0,63.13729967302065
14.100000000000001,68.83571377141214
14.200000000000001,54.56258382719386
14.3,63.823169292661525
14.4,64.49941397124212
14.5,67.40911435888655
14.600000000000001,57.61524644560959
14.700000000000001,57.49771693457861
14.8,67.00970782808449
14.9,66.18492336616593
15.0,66.25246425172938
15.100000000000001,67.03224104748489
15.200000000000001,62.19987639210754
15.3,67.06126848580503
15.4,67.66536236649341
15.5,62.92824290986816
15.600000000000001,76.12887255572379
15.700000000000001,69.46916460455893
15.8,61.443482513986766
15.9,70.98276804316914
16.0,63.126591648863396
16.1,72.23542301871227
16.2,74.39297789503702
16.3,64.79658840824145
16.400000000000002,74.01688064622161
16.5,71.56390463468249
16.6,73.91030079997246
16.7,79.58396491326974
16.8,69.17305941998565
16.900000000000002,66.93131917821256
17.0,66.55242785187238
17.1,67.22094857517283
17.2,71.21449145292948
17.3,73.60575987408322
17.400000000000002,73.58345399665009
17.5,76.63591624518011
17.6,72.86500945938954
17.7,80.36767038578658
17.8,72.07671583381023
17.900000000000002,87.3008458329481
18.0,77.12833673882503
18.1,70.0142122179186
18.2,69.24553750969443
18.3,77.31236207621593
18.400000000000002,74.08268607337075
18.5,79.07000247046047
18.6,78.16618812286774
18.7,75.73585543671562
18.8,72.16603140965798
18.900000000000002,69.12576387657069
19.0,74.76742523966489
19.1,81.58199397161738
19.200000000000003,78.67046872065103
19.3,71.67130610644007
19.400000000000002,79.06590462925591
19.5,80.42658689864419
19.6,74.38071281899434
19.700000000000003,79.86862552972765
19.8,79.69104359223
19.900000000000002,73.98514851084688
20.0,81.78893680174141
20.1,83.10392263184119
20.200000000000003,86.01525621587639
20.3,86.16901026017452
20.400000000000002,74.31165316021455
20.5,76.81087480042439
20.6,84.37517633604331
20.700000000000003,84.66892975456105
20.8,84.97523843153024
20.900000000000002,101.96365745327361
21.0,85.85445255346583
21.1,88.977828200903
21.200000000000003,88.37000881746602
21.3,87.156956256529
21.400000000000002,82.62365377679828
21.5,88.29484610246634
21.6,80.93587392731216
21.700000000000003,83.91590696629996
21.8,82.97318226085449
21.900000000000002,86.10937069693162
22.0,97.57329283336755
22.1,76.96367403704127
22.200000000000003,90.03130095187258
22.3,78.83642064405174
22.400000000000002,84.84034067105283
22.5,92.94475298483682
22.6,88.12140009547733
22.700000000000003,82.71127611035348
22.8,84.82348145370017
22.900000000000002,92.09798874467339
23.0,85.34816684141431
23.1,90.38229294790989
23.200000000000003,89.82785919951908
23.3,86.64199826197093
23.400000000000002,100.91972044662663
23.5,93.66959511159006
23.6,80.67428706671197
23.700000000000003,92.03227157384714
23.8,88.09106767615806
23.900000000000002,95.96216667398112
24.0,88.0373963078365
24.1,91.72631779266551
24.200000000000003,95.12493639490229
24.3,97.22877597085062
24.400000000000002,87.19851796472112
24.5,91.82749382079525
24.6,91.42527344419523
24.700000000000003,90.83335383713145
24.8,103.22727120140549
24.900000000000002,96.72490855480478
25.0,88.69558022832477
25.1,99.8893097352739
25.200000000000003,106.21078098506317
25.3,101.06232630275574
25.400000000000002,88.60315017022994
25.5,94.07882963566874
25.6,103.13455574593313
25.700000000000003,93.5616526719061
25.8,99.61909714073114
25.900000000000002,101.5731702671467
26.0,93.36534764210958
26.1,98.00237321969101
26.200000000000003,82.39366329965465
26.3,93.77806179332856
26.400000000000002,97.9371592430342
26.5,93.26108409017576
26.6,107.96205651965819
26.700000000000003,92.94929311019685
26.8,98.19977756651508
26.900000000000002,101.35370288643045
27.0,108.20636644533057
27.1,94.12068924410282
27.200000000000003,107.41581876077481
27.3,101.95116530509794
27.400000000000002,97.29245674476024
27.5,104.81051737131635
27.6,103.79529847786736
27.700000000000003,100.09891561420604
27.8,103.7490104249501
27.900000000000002,101.7734320156912
28.0,104.56758672625624
28.1,107.61065337260524
28.200000000000003,112.53008408072677
28.3,98.71092250586577
28.400000000000002,115.86516687328134
28.5,95.73956100238749
28.6,105.0410745248221
28.700000000000003,109.04158603242288
28.8,107.80495933867518
28.900000000000002,103.58650240089703
29.0,105.95938874821363
29.1,104.83499532670585
29.200000000000003,104.65317621527895
29.3,112.14801048510513
29.400000000000002,109.98507742982524
29.5,105.03545202369673
29.6,113.29799937716626
29.700000000000003,110.63649760438305
29.8,113.46431059419481
29.900000000000002,112.84814420961807
30.0,105.85502494538964
30.1,107.49909479901517
30.200000000000003,114.33646802561631
30.3,113.95185132716733
30.400000000000002,111.09549203017926
30.5,112.08663691654391
30.6,118.18832447894214
30.700000000000003,109.14214305582085
30.8,115.1354869058502
30.900000000000002,111.68903673783053
31.0,111.9115939838639
31.1,118.79388425993596
31.200000000000003,117.72708174494016
31.3,117.96754818000319
31.400000000000002,120.72739403577165
31.5,114.6050192081638
31.6,118.20976485647483
31.700000000000003,113.54866621703273
31.8,117.02083176244221
31.900000000000002,115.04928472816158
32.0,116.48497982496359
32.1,119.27578512718458
32.2,112.50889658383265
32.300000000000004,127.3619363784273
32.4,112.16991309250147
32.5,111.42905693606134
32.6,123.59055436750035
32.7,122.05831346981469
32.800000000000004,121.52059908526078
32.9,121.8417275463214
33.0,118.93876613576543
33.1,114.81372814257085
33.2,119.97902279096864
33.300000000000004,116.51419144243945
33.4,125.07559866708874
33.5,119.7647130924893
33.6,116.67251401603745
33.7,119.49307079173504
33.800000000000004,123.46465727137813
33.9,118.88137723598011
34.0,117.88889802216784
34.1,123.51843605745957
34.2,123.82483285554362
34.300000000000004,120.36528412314436
34.4,120.84480847190838
34.5,124.66024968678818
34.6,116.5595782925134
34.7,117.06268112811723
34.800000000000004,120.80777889373783
34.9,123.63276424144075
35.0,126.55453782799002
